PGM_ID,APPROVAL_PROCESS_NAME,PGM_NAME,MATERIAL_GROUP,TECH_CENTER_LOC,NEED_BY_DATE,CREATED_DATE,ASSIGNED_TO,CREATOR,ASSIGNEE,REQUESTER,CURRENT_STATUS,PROGRAM_STAGE,MATERIAL_CODE,REVISION_NO,CLASS,SUB_CLASS,SUPPLIER_NAME,SUPPLIER_PLANT,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_COUNTRY,SUPPLIER_PLANT_LOCATION,SUPPLIER_TRADENAME,AGENT_NAME,AGENT_PLANT,AGENT_CITY,AGENT_STATE,AGENT_COUNTRY,AGENT_PLANT_LOCATION,COMMODITY_GROUP,MATERIAL_CATEGORY,REGION_FOR_TRIAL,PLANT_FOR_TRIAL,PLANT_SLOT,EXP_CODE,SPECIFIC_GRAVITY,RHC_POLYMER,RHC_OIL,RHC_FILTER,RMI_DESC,MANET_CLASS,MANET_SUBCLASS,MATERIAL_TYPE,MATERIAL_SUBTYPE,COMPONENT_TYPE,STAINING,COMPATIBLE,MATERIAL_FORM,PGM_REASON,AGENT_BUILD_BREAK,REINGMI_DESC,MAT_CLASS,MAT_SUBCLASS,MAT_DOUBLE_SUBCLASS,APPROVAL_REGIONS,RESTRICTED_PLANTS
145041,SOURCE CHANGE,SC_145041,RAW MATERIAL,GTC*A,,2024-06-07 01:00:45,13900,Mark Cantos,Daniel Gotham,,Created,PROGRAM INITIATION - In Progress ,WIROTHIC,6.0,Resins,Reinforcing,SinoLegend (ZhangJiaGang)Chemical,"Zhangjiagang, Jiangsu, China",Zhangjiagang,Jiangsu,China,"Zhangjiagang, Jiangsu, China",SL-2005,Precision Measurement International,"Westland, MI",Westland,MI,USA,"Westland, MI, USA",PCO,Resin,LA,Americana,2024-11-22,N0047636,,,,,,,,,,,,,,"This project is requested as part of Transformation to achieve savings targets projected for 2025 and 2026. 

Project Savings: $220k

Priority: 3

Allocation change from incumbent supplier SI GROUP to Sinolegend.",,,,,,,
145687,SOURCE CHANGE,SC_145687,RAW MATERIAL,GTC*A,,2024-09-12 02:43:08,6580,Mark Cantos,Ekrem Inaler,,Created,PROGRAM INITIATION - In Progress ,CODE2044,0.0,Curing Materials,Sulfur,Flexsys America L.P,Monongehela - USA,Monongehela,PA,USA,"-, Monongehela, PA, USA",CRYSTEX HDOT20,,,,,,,PCO,Accelerator,NA,San Luis Potosi,2024-11-22,N0047755,,,,,,,,,,,,,,"Recently Flexsys has announced the closure of their Le Moyne plant which is currently the only source supplying San Luis Potosi with 2044. 

First another source was foreseen to supply SLP with 2044 from 2025 onward, however, due to the complex import process of insouble suflur into Mexico it turned out that the required finalization date of the project can not be met.

Hence, in order to secure supply for San Luis Potosi, the approval of Flexsys Monongahela plant in PA is needed.

Flexsys has built sufficient Le Moyne inventory to cover the plants demand until approx. end of the year 2024.",,,,,,,
145688,SOURCE CHANGE,SC_145688,RAW MATERIAL,GTC*A,,2024-09-12 02:46:11,13900,Mark Cantos,Daniel Gotham,,Created,PROGRAM INITIATION - In Progress ,CODE630,20.0,Carbon Black,N300 HAF,Orion Engineered Carbons,Paulinia - Sao Paulo,Paulinia - Sao Paulo,Others,Brazil,"Paulinia - Sao Paulo, Brazil",CORAX N 326,,,,,,,Filler,Carbon Black,NA,Chile,2024-12-06,N0047756,,,,,,,,,,,,,,"&#8203;Cabot Leverage 

Approval needed for leverage in the 2025 RFQ

Potential Savings: 122,704 USD",,,,,,,
145691,SOURCE CHANGE,SC_145691,REINFORCEMENT,GTC*A,,2024-09-12 03:18:45,12560,Mark Cantos,Eric Wiedlund,,Created,PROGRAM INITIATION - In Progress ,NC27JA,0.0,FABRIC,"NYLON 6,6",KORDSA,"Camacari, Brazil",Camacari,BA,Brazil,"Camacari, BA, Brazil",A07NC27JA,,,,,,,Fabric,Fabric,LA,Peru,2024-09-20,RF0047757,,,,,,,,,,,,,,&#8203;Hyosung vessel will not make it to Peru in time. Run out date of September 15th.,,,,,,,
145695,NEW SOURCE,NS_145695,REINFORCEMENT,GTC*A,,2024-09-12 15:11:58,11060,Renz Omner Katipunan,Diego Navarro,,Created,PROGRAM INITIATION - In Progress ,TV27CN,0.0,FABRIC,POLYESTER - HMLS,PT INDO KORDSA,"BOGOR, INDONESIA",BOGOR,Others,Indonesia,"BOGOR, Indonesia",,,,,,,,Fabric,Fabric,NA,Lawton,2024-12-13,RF0047758,,,,,,,,,,,,,,"&#8203;&#8203;Savings potential of $1,500,000

Dipped fabric coming from PT Indo Kordsa (Indonesia).

Kordsa Laurel Hill (USA) to work as the domestic distributor of the material, not the manufacturer.",,,,,,,
145786,SOURCE CHANGE,SC_145786,RAW MATERIAL,GTC*L,,2024-09-26 13:39:39,6580,Mark Cantos,Ekrem Inaler,,Created,PROGRAM INITIATION - In Progress ,TAKEELIC,0.0,Polymers,"BR, Polybutadiene",ARLANXEO,DORMAGEN,Dormagen,Others,Germany,"DORMAGEN, Dormagen, Germany",Buna CB 25,LANXESS,Orange,Orange,TX,USA,"Orange, TX, USA",Synthetic Rubber,BR,EMEA,Debica,2024-11-29,N0047770,,,,,,,,,,,,,,"&#8203;With the increased demand of TAKEELIC / BUD1223 for the global sidewall project we need to approve a second plant for TAKEELIC to ensure capacity for supply globally.
We will have a material run-out most probably in October.",,,,,,,
145938,SOURCE CHANGE,SC_145938,RAW MATERIAL,GTC*L,,2024-10-21 04:16:02,11401,Mark Cantos,Zhitian Zhao,,Created,PROGRAM INITIATION - In Progress ,OLIVAX,12.0,Weathering Protectors,"Antioxidant, Antiozonant",Shandong Sunsine Chemical,Beiyuan Rd,,Others,China,"Beiyuan Rd, China",TMQ,SOVEREIGN CHEMICAL,"Akron, OH, USA",Akron,OH,USA,"Akron, OH, USA",PCO,AOX-AOZ,AP,Pulandian,2024-12-13,N0047794,,,,,,,,,,,,,,"incumbent Sinopec have quality issue recently , need to approval another supplier Sunsine in Pulandian to secure the supply.&#8203;",,,,,,,
146133,REVISIONS,RE_146133,RAW MATERIAL,GTC*L,,2024-12-03 11:04:54,3424,Zitong Li,Zitong Li,Zitong Li,Completed,PAPER WORK - Completed  SPEC SAME WITH BEFORE,AAHITE,0.0,"Dyes, Colors, Pigments","Paints, Lacquers-VOC Free",,,,,,,,,,,,,,,,,,,N0047856,,,,,,,,,,,,,,Material reginal extension to AP- Indonesia,,,,,,,
146136,NEW MATERIAL,NM_146136,RAW MATERIAL,GTC*A,2024-12-20,2024-12-03 15:20:27,10740,Kelsey Noyes,Kelsey Noyes,Kelsey Noyes,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,"TRC (Shanghai) Co., Ltd.","Shanghai, China",Shanghai,Others,China,"Shanghai, China",Balance Pad,,,,,,,,,NA,Other,,N0047857,0.001,0,0,0,Balance pads of various weights,Balance Pad,Balance Pad,CHEM,CHEM,MISCELLANEOUS,N,Y, ,New balance pads for Tilburg aero retread. Thailand previously successfully tested these balance pads with corresponding cement (chemical vulcanizing fluid 760),,,,,,"AP, EMEA, LA, NA",
146432,NEW MATERIAL,NM_146432,RAW MATERIAL,GTC*L,,2025-02-05 02:52:13,3424,Tom Lv,Zitong Li,Zitong Li,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,QINGDAO REACHEM NEW MATERIAL CO,QINGDAO REACHEM NEW MATERIAL CO,Shandong,Others,China,"QINGDAO REACHEM NEW MATERIAL CO, Shandong, China",LR-2505K,,,,,,,,,AP,Pulandian,,RFX0035373,1,0,0,0,Banbury Chute Lube,"Lubricants, Release",Miscellaneous,CHEM,CHEM,SOAP,N,Y,L,LR-2505K is used as the release agent and to replace CHUTIC,,,,,,AP,
141548,NEW MATERIAL,NM_141548,RAW MATERIAL,GTC*A,,2023-05-01 12:48:52,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-208B,,,,,,,,,NA,ICM*A,,RFX0034746,1.112,65.1,0,34.9,CMB-208B,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
141549,NEW MATERIAL,NM_141549,RAW MATERIAL,GTC*A,,2023-05-01 12:49:47,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,LION COPOLYMER,"Geismar,LA, USA",Geismar,LA,USA,"Geismar, LA, USA",CB/NR MB S1-HA-N234,,,,,,,,,NA,ICM*A,,RFX0034736,1.109,65.5,0,34.5,Lion_CB/NR_MB_S1,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,External MB Evaluation,,,,,,NA,
141710,AGENT APPROVAL,AA_141710,RAW MATERIAL,GTC*L,,2023-05-16 04:42:59,13480,Ivy Tee,Ivy Tee,,In Progress,PAPER WORK - Tech Report Written,SYDNINE,3.0,"Oils, Plasticizers",TDAE,H AND R CHEMPHARM,HAMBURG,HAMBURG,Others,Germany,"HAMBURG, Germany",VIVATEC 500,H AND R CHEMPHARM,China (Daxie),Daxie Development Zone,Others,China,"(Daxie), Daxie Development Zone, China",,,,,,N0047225,,,,,,,,,,,,,,H&R DAXIE is the distributor for Dalian.,Y,,,,,AP,
142982,NEW MATERIAL,NM_142982,RAW MATERIAL,GTC*A,,2023-10-16 09:50:49,7740,Rob Dennis-Pelcher,Rob Dennis-Pelcher,Rob Dennis-Pelcher,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,Birla Carbon - USA,Marietta R&D,,GA,USA,"Marietta R&D, GA, USA",Raven 2000,,,,,,,,,NA,Other,,RFX0034929,1.82,0,0,0,"Raven 2000 High SA, Low Str.",Carbon Black,Miscellaneous,FILL,FILL,CARBON BLACK,Y,Y,S,"Evaluation of new high surface area grade, Raven 2000",,,,,,NA,
143261,NEW MATERIAL,NM_143261,RAW MATERIAL,GTC*L,,2023-11-20 08:11:43,14061,Paola Sbardella,Paola Sbardella,Philippe Schmit,In Progress,PROGRAM INITIATION - Completed ,,,,,LANXESS,"Krems, Austria",Krems,Others,Austria,"Krems, Austria",Rhenocure DR/S,,,,,,,,,EMEA,ICM*L,,RFX0034970,1.5,0,0,0,"50 % polyethyleneimine, 50% filler.",Curing Materials,Accelerators,CHEM,CHEM,ACCELERATOR,N,Y,S,Evaluation for DPG replacement,,,,,,"EMEA, NA",
143385,OTHER MATERIAL,OM_143385,REINFORCEMENT,GTC*A,,2023-12-07 15:24:07,10640,Lucas Isenhart,Lucas Isenhart,Lucas Isenhart,Reinstate,REINFORCEMENT INFORMATION - Completed,JH23QR,0.0,FABRIC,"NYLON 6,6",HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,"Decatur, AL, USA",Z09JH23QR,,,,,,,,,,,,RFN00261,,,,,,,,,,,,,,Approval of carbon black source change in Robin 2029C for Race.,,JH23QR with EXP_4100C_HYDE_16.0_02 adhesive,FABRIC,"NYLON 6,6",,,
143387,OTHER MATERIAL,OM_143387,REINFORCEMENT,GTC*A,,2023-12-07 15:34:26,1060,Lucas Isenhart,Ken Kot,Lucas Isenhart,Reinstate,REINFORCEMENT INFORMATION - Completed,JH19DR,0.0,FABRIC,"NYLON 6,6",HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,"Decatur, AL, USA",Z09JH19DR,,,,,,,,,,,,RFN00262,,,,,,,,,,,,,,Approval of carbon black source change in Robin 2029C for Race.,,JH19DR with EXP_4100C_HYDE_16.0_02 adhesive,FABRIC,"NYLON 6,6",,,
143388,OTHER MATERIAL,OM_143388,REINFORCEMENT,GTC*A,,2023-12-07 15:36:47,10640,Lucas Isenhart,Lucas Isenhart,Lucas Isenhart,Reinstate,REINFORCEMENT INFORMATION - Completed,NG30JR,0.0,FABRIC,"NYLON 6,6",HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,"Decatur, AL, USA",139NG30JR,,,,,,,,,,,,RFN00263,,,,,,,,,,,,,,Approval of carbon black source change in Robin 2029C for Race.,,NG30JR with EXP_4100C_HYDE_16.0_02 adhesive,FABRIC,"NYLON 6,6",,,
143391,OTHER MATERIAL,OM_143391,REINFORCEMENT,GTC*A,,2023-12-07 15:42:38,10640,Lucas Isenhart,Lucas Isenhart,Lucas Isenhart,In Progress,REINFORCEMENT INFORMATION - Completed,NF30DH,0.0,FABRIC,"NYLON 6,6",HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,"Decatur, AL, USA",139NF30DH,,,,,,,,,,,,RFN00264,,,,,,,,,,,,,,Approval of carbon black source change in Robin 2029C for Race.,,NF30DH with EXP_4100C_HYDE_16.0_02 adhesive,FABRIC,"NYLON 6,6",,,
143392,OTHER MATERIAL,OM_143392,REINFORCEMENT,GTC*A,,2023-12-07 15:44:36,10640,Lucas Isenhart,Lucas Isenhart,Lucas Isenhart,In Progress,REINFORCEMENT INFORMATION - Completed,JF30DH,0.0,FABRIC,"NYLON 6,6",HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,"Decatur, AL, USA",JF30DH,,,,,,,,,,,,RFN00265,,,,,,,,,,,,,,Approval of carbon black source change in Robin 2029C for Race.,,JF30DH with EXP_4100C_HYDE_16.0_02 adhesive,FABRIC,"NYLON 6,6",,,
143400,OTHER MATERIAL,OM_143400,REINFORCEMENT,GTC*A,,2023-12-08 07:35:55,10640,Lucas Isenhart,Lucas Isenhart,Lucas Isenhart,In Progress,REINFORCEMENT INFORMATION - Completed,AD24YR,0.0,FABRIC,ARAMID,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,"Decatur, AL, USA",107AD24YR,,,,,,,,,,,,RFA00063,,,,,,,,,,,,,,Approval of carbon black source change in Robin 2029C and approval of new OCN source in code Madric for Race.,,AD24YR With EXP_2055C_HYDE_26.5_02 adhesive and EXP_3110C_HYDE_1.0_01 adhesive,FABRIC,ARAMID,,,
143402,OTHER MATERIAL,OM_143402,REINFORCEMENT,GTC*A,,2023-12-08 07:40:04,10640,Lucas Isenhart,Lucas Isenhart,Lucas Isenhart,In Progress,REINFORCEMENT INFORMATION - Completed,AE20LR,0.0,Single End Dipped Cord,ARAMID,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,"Decatur, AL, USA",L01AE20LR,,,,,,,,,,,,RFAS0036,,,,,,,,,,,,,,Approval of carbon black source change in Robin 2029C for Race.,,AE20LR With EXP_2055C_HYDE_26.5_02 adhesive,Single End Dipped Cord,ARAMID,,,
143404,OTHER MATERIAL,OM_143404,REINFORCEMENT,GTC*A,,2023-12-08 07:42:29,10640,Lucas Isenhart,Lucas Isenhart,Lucas Isenhart,In Progress,REINFORCEMENT INFORMATION - Completed,AT30YR,0.0,FABRIC,ARAMID,HYOSUNG CORPORATION,"Decatur, AL, USA",Decatur,AL,USA,"Decatur, AL, USA",L16AT30YR,,,,,,,,,,,,RFA00064,,,,,,,,,,,,,,Approval of carbon black source change in Robin 2029C and approval of new OCN source in code Madric for Race.,,AT30YR With EXP_2055C_HYDE_26.5_02 adhesive and EXP_3110C_HYDE_1.0_01 adhesive,FABRIC,ARAMID,,,
143423,NEW MATERIAL,NM_143423,RAW MATERIAL,GTC*A,,2023-12-12 11:52:01,580,Thomas Stockman,Teresa Martter,,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,PER,Akron,OH,USA,"PER, Akron, OH, USA",3323 lite B,,,,,,,,,EMEA,ICM*L,,RFX0034982,0.95,83.3,16.7,0,PER produced 3323 with experimental TDAE,Polymers,"SBR, Solution",POLY,POLY,SBR,N,Y,S,Experimental TDAE comparison,,,,,,NA,
143424,SOURCE CHANGE,SC_143424,RAW MATERIAL,GTC*L,,2023-12-12 15:13:44,6580,Philip Hillyard,Ekrem Inaler,,Created,PROGRAM INITIATION - In Progress ,MOSELLIC,0.0,Polymers,"SBR, Solution",SYNTHOS,SCHKOPAU,SCHKOPAU,Others,Germany,"SCHKOPAU, Germany",SPRINTAN 4630,,,,,,,Synthetic Rubber,SBR,EMEA,South Africa,2024-09-20,N0047395,,,,,,,,,,,,,,,,,,,,,
143425,SOURCE CHANGE,SC_143425,RAW MATERIAL,GTC*L,,2023-12-12 15:48:40,6580,Philip Hillyard,Ekrem Inaler,,Created,PROGRAM INITIATION - In Progress ,CODE405,28.0,Carbon Black,N200 ISAF,Birla Carbon - Egypt S.A.E.,Birla Carbon Egypt SAE,Alexandria,Others,Egypt,"Birla Carbon  SAE, Alexandria, Egypt",N220,,,,,,,Filler,Carbon Black,EMEA,Adapazari,2024-02-16,N0047396,,,,,,,,,,,,,,,,,,,,,
143460,SOURCE CHANGE,SC_143460,REINFORCEMENT,GTC*A,,2023-12-18 12:26:04,12560,Mark Cantos,Eric Wiedlund,,Created,PROGRAM INITIATION -  ,UK,0.0,WIRE,STEEL CORD,BEKAERT,"Itauna, MG, Brazil (Steel Cord)",Itauna,Others,Brazil,"MG,  (Steel Cord), Itauna, Brazil",BC01UK,,,,,,,Steel,Wire,,,,RF0047398,,,,,,,,,,,,,,,,,,,,,
143753,SOURCE CHANGE,SC_143753,RAW MATERIAL,GTC*L,,2024-01-26 10:23:57,12920,Philip Hillyard,Cedric Ciprietti,,Created,PROGRAM INITIATION - In Progress ,CODE1011,8.0,Curing Materials,"Metal Oxides, Salts",A-ESSE,CARASCO,CARASCO,Others,Italy,"CARASCO, Italy",Green Seal Plus,,,,,,,PCO,Accelerator,EMEA,Amiens South,2024-03-15,N0047442,,,,,,,,,,,,,,,,,,,,,
145489,AGENT APPROVAL,AA_145489,RAW MATERIAL,GTC*A,,2024-08-06 16:44:07,13020,Justin Terrell,Jacqueline Wendel,,Completed,PAPER WORK - Completed,CODE864,1.0,Carbon Black,N100 SAF,KG Deutsche Gasru¿werke,Dortmund,Dortmund,Others,Germany,"Dortmund, Germany",Corax N191,Orion Engineered Carbons,WETZ WAREHOUSE,Marietta,OH,USA,"WETZ WAREHOUSE, Marietta, OH, USA",,,,,,N0047700,,,,,,,,,,,,,,Approving DGW 864 through Orion as a part of transformation,N,,,,,NA,
145493,AGENT APPROVAL,AA_145493,RAW MATERIAL,GTC*L,,2024-08-07 02:59:17,13960,Florent Bernier,Janine Bludau,,Completed,PAPER WORK - Completed  SignOff attached,GROGIC,8.0,Resins,Tackifying,SI GROUP,"Rotterdam Junction, NY, USA",Rotterdam Junction,NY,USA,"Rotterdam Junction, NY, USA",CRJ-418,West African Group,Sales Office Bocksburg,Boksburg,Others,South Africa,"Sales Office Bocksburg, Boksburg, South Africa",,,,,,N0047701,,,,,,,,,,,,,,Add distributor to SOS & SIS to be in compliance with SQA requirements in South Africa,N,,,,,EMEA,
145799,REVISIONS,RE_145799,RAW MATERIAL,GTC*L,,2024-09-30 01:07:18,3424,Zitong Li,Zitong Li,Zitong Li,In Progress,,MKFYELLOW,0.0,"Dyes, Colors, Pigments","Dyes, Dry Pigments, Disp.",,,,,,,,,,,,,,,,,,,N0047772,,,,,,,,,,,,,,Reginal extension to Indonesia plant,,,,,,,
145970,NEW SOURCE,NS_145970,REINFORCEMENT,GTC*A,,2024-10-24 02:49:56,11060,Mark Cantos,Diego Navarro,,Cancelled,PROGRAM INITIATION - In Progress ,LP19JA,0.0,FABRIC,NYLON 6,FORMOSA TAFFETA,"TOULIOU, TAIWAN",TOULIOU,Others,Taiwan,"TOULIOU, Taiwan",,,,,,,,Fabric,Fabric,LA,Peru,,RF0047807,,,,,,,,,,,,,,&#8203;The incumbent supplier Enka has informed us that they will cease production of materials for Goodyear. Enka will stop production in Dec but will produce enough material to last Goodyear into June.,,,,,,,
145972,NEW SOURCE,NS_145972,REINFORCEMENT,GTC*A,,2024-10-24 02:54:59,11060,Mark Cantos,Diego Navarro,,Cancelled,PROGRAM INITIATION - In Progress ,LP26JA,0.0,FABRIC,NYLON 6,FORMOSA TAFFETA,"TOULIOU, TAIWAN",TOULIOU,Others,Taiwan,"TOULIOU, Taiwan",,,,,,,,Fabric,Fabric,LA,Peru,,RF0047809,,,,,,,,,,,,,,&#8203;&#8203;The incumbent supplier Enka has informed us that they will cease production of materials for Goodyear. Enka will stop production in Dec but will produce enough material to last Goodyear into June.,,,,,,,
145975,REVISIONS,RE_145975,RAW MATERIAL,GTC*L,,2024-10-24 03:06:16,3424,Zitong Li,Zitong Li,Zitong Li,Completed,"PAPER WORK - Completed  Spec signed off, no change. Add receive plant AP",SAPPHITE,1.0,"Dyes, Colors, Pigments",WSW Protective Paint,,,,,,,,,,,,,,,,,,,N0047810,,,,,,,,,,,,,,Reginal extension needed in Indonesia,,,,,,,
146301,SOURCE CHANGE,SC_146301,RAW MATERIAL,GTC*A,,2025-01-13 01:20:04,12560,Mark Cantos,Eric Wiedlund,,Created,PROGRAM INITIATION - In Progress ,CODE1,17.0,Curing Materials,"Metal Oxides, Salts","ZINC NACIONAL, SA","MONTERREY, MEXICO",MONTERREY,Others,Mexico,"MONTERREY, Mexico",MAXIMO 855X,,,,,,,PCO,Accelerator,NA,Findlay,2025-02-21,,,,,,,,,,,,,,,&#8203;productivity savings for 2025 with this allocation = 75k,,,,,,,
141298,SOURCE CHANGE,SC_141298,RAW MATERIAL,GTC*A,,2023-04-04 15:43:53,6580,Sara Kohler,Ekrem Inaler,,In Progress,PPO RAW MATERIAL - Completed,CODE799,16.0,Carbon Black,N300 HAF,YAROSLAVL CARBON,"LSL - YAROSLAVL, RUSSIA",YAROSLAVL,Others,Russia,"LSL -, YAROSLAVL, Russia",N347,MAKROCHEM S.A.,"EDN - LUBLIN, POLAND",LUBLIN,Others,Poland,"EDN -, LUBLIN, Poland",Filler,Carbon Black,EMEA,Adapazari,2023-04-21,N0047202,,,,,,,,,,,,,,"&#8203;Vessel delay for 799 from Birla Egypt. Material will not make it on time to Turkey before run out date. Makrochem has available material that is immediately ready to be shipped. 

Emergency source change project to avoid run-out. 

Makrochem (Yaroslavl) approval in Turkey expired Q1-2021 (last usage March 2018).",,,,,,,
141498,NEW MATERIAL,NM_141498,RAW MATERIAL,GTC*L,,2023-04-26 07:43:41,3600,Eric Engeldinger,Eric Engeldinger,Eric Engeldinger,In Progress,HSE PRE APPROVAL OK,,,,,TSRC,Kaohsiung,Kaohsiung,Others,Taiwan,"Kaohsiung, Taiwan",Taipol 1463,,,,,,,,,EMEA,ICM*L,,N0047213,,,,,,,,,,,,,,Blazic successor,,,,,,"AP, EMEA, LA, NA",
144299,REVISIONS,RE_144299,RAW MATERIAL,GTC*L,,2024-03-20 09:21:49,10560,Laurence Joly,Laurence Joly,Philippe Schmit,In Progress,,EVRIC,0.0,Adhesives,Glue - FIT,,,,,,,,,,,,,,,,,,,N0047514,,,,,,,,,,,,,,"Evaluation of second generation candidates for code Evric (adhesive foam/liner):
- MO4789-016: improved rheology for foam penetration
- MOB01W-SN: improved adhesion on liner

",,,,,,,
144614,NEW SOURCE,NS_144614,RAW MATERIAL,GTC*A,,2024-04-25 14:02:06,12900,Mark Cantos,Ben Bauer,,In Progress,LAB EVALUATION - Lab Evaluation Completed,CODE899,16.0,Carbon Black,N200 ISAF,BKT Carbon,Bhuj,Bhuj,Others,India,"Bhuj, India",N234,,,,,,,,,LA,Americana,2025-03-07,RFX0035098,1.82,0,0,0,"NON-STAINING, ASTM N234 CARBON BLACK WITH IODINE NUMBER OF 120 G/KG",Carbon Black,N200 ISAF,FILL,FILL,CARBON BLACK,Y,Y,S,"Priority: 1 Cabot Leverage

This project is requested as part of transformation to achieve savings targets projected for 2025 and 2026.  

Project Savings: 3.5M",,,,,,LA,
145291,AGENT APPROVAL,AA_145291,RAW MATERIAL,GTC*L,,2024-07-05 03:57:50,11520,Florent Bernier,Florent Bernier,,Completed,PAPER WORK - Completed,CODE630,20.0,Carbon Black,N300 HAF,Birla Carbon - Egypt S.A.E.,Alexandria,Alexandria,Others,Egypt,"Alexandria, Egypt",N326,Birla Carbon - Spain,Santander,Santander,Others,Spain,"Santander, Spain",,,,,,N0047668,,,,,,,,,,,,,,Bulk deliveries to Lux from Birla Egypt.,Y,,,,,EMEA,
145958,NEW MATERIAL,NM_145958,RAW MATERIAL,GTC*A,,2024-10-23 14:24:37,7740,Stacey Dean-Sioss,Rob Dennis-Pelcher,Stacey Dean-Sioss,In Progress,LAB EVALUATION -,,,,,Catena Carbon,Ottawa,Ottawa,Others,Canada,"Ottawa, Canada",Catena Clean Carbon - Washed,,,,,,,,,NA,Other,,RFX0035289,1.82,0,0,0,Catena iteration 2 carbon,Carbon Black,Miscellaneous,FILL,FILL,CARBON BLACK,Y,Y,S,"new material evaluation, carbon black",,,,,,NA,
142576,NEW SOURCE,NS_142576,RAW MATERIAL,GTC*L,,2023-08-24 10:00:54,12860,Philip Hillyard,Anne-Catherine Fischer,,Created,PROGRAM INITIATION - In Progress ,FLAMEITE,0.0,Non Black Fillers,Miscellaneous,HUBER,Bergheim,,Others,Germany,"Bergheim, Germany",Martinal OL-104 LEO,,,,,,,,,EMEA,Fuerstenwalde,2024-01-19,RFX0034559,2.42,0,0,0,Al(OH)3 with surface area of 4m²/g,,,FILL,FILL,MISC,N,Y,S,,,,,,,"AP, EMEA, LA, NA","Adapazari, Izmit, Melksham"
141340,NEW MATERIAL,NM_141340,RAW MATERIAL,GTC*A,,2023-04-10 11:24:26,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-201A,,,,,,,,,NA,ICM*A,,RFX0034703,1.136,61.5,0,38.5,CMB-201A,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
141341,NEW MATERIAL,NM_141341,RAW MATERIAL,GTC*A,,2023-04-10 11:25:30,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-201B,,,,,,,,,NA,ICM*A,,RFX0034704,1.127,62.9,0,37.1,CMB-201B,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
141342,NEW MATERIAL,NM_141342,RAW MATERIAL,GTC*A,,2023-04-10 11:27:04,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-201C,,,,,,,,,NA,ICM*A,,RFX0034705,1.124,63.2,0,36.8,CMB-201C,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
141343,NEW MATERIAL,NM_141343,RAW MATERIAL,GTC*A,,2023-04-10 11:28:00,7740,Peter Dent,Rob Dennis-Pelcher,Peter Dent,In Progress,RAW MATERIAL INFORMATION - Completed,,,,,GOODYEAR TIRE AND RUBBER,Akron,Akron,OH,USA,"Akron, OH, USA",CMB-202A,,,,,,,,,NA,ICM*A,,RFX0034706,1.122,63.7,0,36.3,CMB-202A,Specialty Polymers,Masterbatch,POLY,POLY,MASTERBATCH - BLACK,N,Y,S,Internal MB Evaluation,,,,,,NA,
